resistive Lecture = 612	percent = 52	reference Lecture = 321	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 664	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 321	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 319	percent = 89
resistive Lecture = 665	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 321	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 664	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 664	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 665	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 319	percent = 89
resistive Lecture = 668	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 322	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 321	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 319	percent = 89
resistive Lecture = 662	percent = 46	reference Lecture = 321	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 665	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 319	percent = 89
resistive Lecture = 665	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 665	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 321	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 321	percent = 88
resistive Lecture = 665	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 321	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 321	percent = 88
resistive Lecture = 666	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 668	percent = 45	reference Lecture = 321	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 322	percent = 88
resistive Lecture = 662	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 321	percent = 88
resistive Lecture = 663	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 664	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 664	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 661	percent = 46	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 667	percent = 45	reference Lecture = 320	percent = 88
resistive Lecture = 664	percent = 45	reference Lecture = 322	percent = 88
